rated,turns,winner,white_rating,black_rating,moves,opening_name,opening_eco
True,80,draw,1455,1941,e2e4 e7e5 g1e2 g8h6 d2d3 d7d5 b1d2 c8h3 d3d4 c7c6 d4e5 h3g2 e4d5 g2d5 d2f3 b8d7 c2c3 d5f3 e2d4 f3h1 f1c4 d7e5 d4c6 e5c4 c1h6 h1c6 h6f4 f8d6 d1d6 c4e3 f2e3 c6d7 e3e4 d7c6 e1f1 d8b6 d6e7 e8e7 a1c1 c6e4 h2h3 a7a6 f4e5 f7f5 c1a1 b6c6 e5g7 e7e6 g7h8 e6d7 h8d4 c6c3 b2c3 d7c8 h3h4 a8b8 d4e5 e4c6 c3c4 c8d8 e5c3 b8a8 f1g1 a8b8 a1e1 b8c8 e1e7 d8e7 c3d2 e7f8 d2c3 f8g8 c4c5 h7h6 a2a4 c8d8 h4h5 f5f4 c3g7 g8g7,Generated,A00
True,32,black,1356,2111,d2d4 b8c6 g1f3 c6d4 d1d4 g8f6 d4f6 d7d5 b1c3 e7e5 b2b3 h8g8 c3d5 g7f6 d5f6 d8f6 c1d2 f6f3 e2e4 a7a5 d2a5 g8g2 f1c4 f3e4 e1d1 a8a5 b3b4 e4c4 b4a5 g2f2 h1f1 c4f1,Generated,A00
True,80,draw,2058,1222,d2d4 g8f6 e2e4 e7e5 b1c3 b8c6 d1f3 c6d4 g1e2 d4e2 f1e2 d7d5 f3f6 d5e4 e2a6 d8f6 c3e4 f6f2 e1d1 f2c2 d1c2 b7a6 a1b1 c8e6 c1e3 e6a2 e4g3 f8d6 e3a7 a2b1 c2c1 a8a7 c1b1 e5e4 g3e4 d6h2 h1c1 e8g8 c1c7 a7c7 e4c5 h2d6 c5e6 f7e6 b1a2 f8d8 a2b1 c7c4 b1a2 c4c2 a2b1 h7h5 g2g4 c2b2 b1a1 d6c5 a1b2 d8e8 g4g5 g8f7 b2a2 e6e5 a2b1 c5d6 g5g6 f7f8 b1a1 h5h4 a1b1 f8g8 b1c1 e8f8 c1c2 d6a3 c2b1 a3b4 b1c1 f8e8 c1d1 e5e4,Generated,A00
True,38,black,1787,1465,b1c3 d7d5 d2d4 f7f5 g1f3 g8f6 e2e4 f5e4 c3e4 d5e4 c1g5 d8d4 g5f6 d4f6 f1d3 e4d3 d1d3 f6b2 d3h7 h8h7 f3e5 b2e5 e1d2 h7h2 a1g1 b7b5 g1e1 h2h1 e1e3 c8e6 c2c3 e8f7 f2f3 e6a2 c3c4 b5c4 g2g3 e5b2,Generated,A00
True,80,draw,1308,1598,g1f3 b8c6 b1c3 d7d5 e2e4 e7e5 f3e5 c6e5 f1a6 d5d4 a6c4 e5c4 e4e5 d4c3 d2c3 g8f6 c1d2 c4d2 e5f6 d8f6 d1d2 c8f5 d2f4 f5c2 c3c4 f8d6 f4f6 e8g8 b2b4 g7f6 e1g1 c2b3 a2b3 d6b4 f1c1 h7h5 c1d1 b4c3 a1a7 h5h4 a7a8 f8a8 d1d7 h4h3 d7f7 b7b6 f7f6 h3g2 c4c5 c3f6 c5b6 c7b6 g1g2 f6d4 g2h1 d4g7 b3b4 a8e8 f2f3 g7e5 f3f4 e5f4 b4b5 e8f8 h1g2 f4d6 g2h1 f8a8 h1g2 a8c8 g2g1 d6h2 g1h2 g8h7 h2h1 h7g7 h1h2 c8c3 h2g1 g7g6,Generated,A00
True,65,white,2045,1394,g1f3 e7e5 b1c3 g8e7 d2d4 d7d5 d4e5 b8a6 h2h3 c8h3 e5e6 h3g4 c3d5 g4f3 d5e7 d8e7 g2f3 e7e6 c1f4 e6a2 h1h7 a2b2 h7h8 b2c2 a1a6 c2f5 a6a7 f5g6 h8f8 e8e7 f8f7 e7f7 a7b7 a8e8 e2e4 f7g8 f4c7 g6c6 f1d3 c6c7 b7a7 e8e4 f3e4 c7d6 a7a1 d6f4 e1f1 f4e4 f1g1 g8h7 d3e4 h7g8 d1d2 g7g5 d2d3 g8g7 d3g3 g7h8 g3f3 h8g7 f3b3 g7h6 b3d3 h6h5 d3h3,Generated,A00
True,80,draw,2124,1905,g1f3 f7f6 d2d4 b8c6 b1d2 d7d5 e2e4 c6d4 f1e2 d4f3 g2f3 d5e4 e1g1 e4f3 f1e1 e8f7 e2f3 d8d2 d1d2 c8f5 f3b7 f7e8 d2e3 c7c6 b7c8 f5c2 c8b7 c2f5 b7a8 a7a5 a1b1 e7e5 b1a1 f8d6 a8c6 e8e7 e1d1 e7f8 d1d6 a5a4 c6a4 g8e7 a4b3 e7c6 d6f6 g7f6 b3e6 h7h6 e3h6 f8e7 h6f6 e7e8 e6f5 c6d4 f6e5 e8f8 e5h8 f8f7 c1f4 d4f3 g1g2 f3e1 g2g1 e1c2 a1f1 c2d4 h8e8 f7f6 f1a1 f6f5 e8d8 d4c2 d8d1 c2a1 d1d6 f5e4 d6g6 e4f4 g6e6 a1c2,Generated,A00
True,20,black,1756,1783,e2e4 b8c6 g1e2 d7d5 d2d4 c6d4 e4d5 d8d5 d1d4 d5a2 d4g7 f8g7 b1d2 g7b2 d2b1 b2c1 b1d2 a2c2 a1a7 c2d2,Generated,A00
True,80,draw,1230,2001,b1c3 b8c6 g1f3 e7e5 e2e3 g8f6 f1d3 f8d6 f3e5 e8g8 e5f7 d6h2 c3d5 f6d5 f7d8 f8f2 b2b3 f2g2 d8b7 g2d2 d1d2 c8b7 d2d1 d5e3 d3h7 g8f8 h1h2 e3c2 h7c2 d7d5 c1d2 f8e8 d2h6 c6d4 d1d2 g7h6 d2e2 e8f8 h2h4 d4e2 e1e2 f8g7 c2d3 a8d8 h4b4 d5d4 a1e1 b7e4 b4d4 e4d3 d4d3 g7g8 d3d8 g8g7 d8d1 g7h8 e2f1 h8g8 f1g1 h6h5 d1d2 h5h4 d2d4 h4h3 g1h1 a7a6 h1g1 h3h2 g1f1 h2h1b e1a1 h1b7 d4d7 c7c6 f1g2 c6c5 d7b7 c5c4 g2f2 a6a5,Generated,A00
True,80,draw,1338,1678,e2e4 g8f6 b1c3 f6e4 c3e4 b8c6 g1e2 d7d5 e2g3 e7e5 f1c4 f8c5 c4d5 c8f5 d5c6 e8f8 e4c5 b7c6 d2d4 e5d4 d1d4 d8g5 c1g5 f5c2 d4g7 f8g7 g3f5 c2f5 e1g1 h8d8 a1b1 g7g8 a2a3 d8d2 c5a6 d2f2 a3a4 f2g2 g1h1 g2b2 g5d2 b2d2 a6c7 f5b1 f1f7 d2h2 h1h2 a8e8 c7d5 b1e4 f7a7 e4d5 a7h7 e8e2 h2h3 g8h7 a4a5 e2b2 h3g3 h7g7 g3g4 g7g6 g4h4 g6g7 a5a6 d5b3 a6a7 b3c4 a7a8b c4d3 a8b7 g7g8 h4g3 b2f2 g3f2 g8h7 f2g1 h7g7 b7a6 g7h7,Generated,A00
True,80,draw,1603,1975,b1c3 g8f6 e2e4 b8c6 g1e2 e7e5 d2d3 e8e7 c1e3 f6e4 e3a7 a8a7 c3e4 d7d5 e2c3 a7a2 c3d5 d8d5 f1e2 d5d3 e2d3 a2a1 e1g1 c8h3 e4c5 a1d1 c5b7 h3c8 b7d6 e7d6 d3h7 h8h7 f1d1 d6e7 d1d5 f7f5 d5d3 c8b7 g2g4 f5g4 d3d1 e5e4 d1d4 h7h2 d4e4 e7d7 g1h2 c6e5 e4g4 e5g4 h2g3 g4f2 g3f2 f8e7 f2g1 d7d6 b2b4 b7c6 g1f2 e7f6 f2g1 d6d7 b4b5 g7g5 b5b6 c7b6 c2c4 g5g4 g1h2 d7c8 h2g1 c8c7 g1h2 c7c8 h2g1 f6e5 c4c5 c6d5 g1f1 g4g3,Generated,A00
True,80,draw,1205,1570,a2a3 d7d5 e2e4 d5e4 g1f3 e7e5 f3e5 g7g5 f2f3 f8a3 b2a3 g8h6 f3e4 h6f5 b1c3 c8e6 e5f7 b8c6 f7h8 d8e7 h8g6 e8c8 a1a2 h7h6 e4f5 e6a2 g6e7 c8d7 e7c6 d7c6 d2d3 a2d5 c3d5 c6d7 d5c7 d7c8 d3d4 c8c7 a3a4 c7b6 c1d2 d8d4 f1d3 d4d3 e1g1 d3d2 d1g4 d2c2 f1c1 c2c1 g1f2 c1e1 g4g5 h6g5 h2h4 e1e7 h4g5 b6a6 a4a5 e7e8 f2f1 e8e2 f1e2 a6b5 e2e1 b5a5 f5f6 a5a6 e1d2 b7b6 f6f7 b6b5 f7f8r a6b6 g5g6 b6c7 f8e8 b5b4 d2e2 a7a6,Generated,A00
True,80,draw,1345,2187,b1c3 e7e5 d2d4 e5d4 d1d4 g8e7 d4a7 d7d5 c3d5 e7d5 a7b7 b8d7 b7d5 c8b7 g1f3 d7b6 e2e4 b7d5 f1c4 d5e4 f3e5 e4c2 e1g1 b6d5 e5f7 c2b3 f7d8 b3c4 d8f7 a8a2 f7h8 a2b2 f1d1 b2f2 g1f2 f8c5 f2e1 e8d7 h8f7 h7h6 d1d5 d7e7 c1h6 g7h6 f7d6 c4d5 a1b1 c5d6 e1f2 d6b4 f2e2 d5g2 h2h4 g2c6 e2d1 c6e4 b1c1 e4f5 c1a1 b4c3 d1c1 e7d8 h4h5 f5d7 c1b1 d7e6 a1a7 e6a2 b1a2 d8d7 a2b1 c3e5 a7a8 e5f4 a8a1 f4e3 a1a7 e3c5 b1c2 c5a7,Generated,A00
True,80,draw,1680,1621,b1c3 e7e5 e2e4 g8e7 c3e2 c7c5 e2d4 e5d4 f1c4 d7d6 c4f7 e8f7 g1e2 f7g8 e2c3 b8d7 h2h3 d4c3 b2c3 d7e5 d2d3 e5d3 d1d3 c8e6 e1g1 e6a2 c1f4 e7f5 e4f5 a2e6 f5e6 d8e8 d3d6 e8e7 d6c5 e7e6 a1a7 a8a7 c5a7 g8f7 a7b7 f7g8 b7b2 e6h3 c3c4 h3b3 b2b3 f8b4 f1a1 b4a5 a1a5 g7g6 b3f3 g8g7 a5a8 h8e8 a8e8 h7h5 c4c5 g6g5 g1h1 h5h4 c5c6 h4h3 e8e4 g5f4 c6c7 h3h2 g2g3 g7h8 c7c8n h8g8 g3f4 g8g7 c8e7 g7h7 e7f5 h7g8 e4e7 g8f8,Generated,A00
True,25,white,1833,1536,e2e4 d7d5 e4d5 e7e6 b1c3 d8d5 c3d5 g8e7 d5e7 e8e7 g2g3 b8c6 g1f3 e6e5 f1c4 c8e6 f3e5 c6e5 c4e6 a8c8 d2d4 c8a8 d4e5 h7h6 d1d7,Generated,A00
True,80,draw,1793,1788,e2e4 g8f6 d2d4 e7e5 g1f3 f6e4 d4e5 d7d5 g2g3 e4f2 d1d5 f2h1 d5b7 h1g3 b7b4 b8c6 h2g3 c6b4 b1c3 b4c2 e1e2 c8f5 f1g2 c2a1 c3e4 a1b3 e2f1 b3c1 f3g5 f5e4 g2e4 f8d6 g5e6 d6e5 e4a8 f7e6 a8g2 c1a2 g3g4 a2b4 f1g1 h8g8 g4g5 e5b2 g2d5 d8d5 g1h2 b2f6 h2g3 f6g5 g3h3 e6e5 h3g4 b4c6 g4h5 h7h6 h5g4 g5e3 g4h4 d5c5 h4g3 e8e7 g3h3 c6d4 h3g3 g8h8 g3g4 a7a6 g4h4 h8f8 h4g3 e7d7 g3h2 d4e6 h2h1 f8e8 h1h2 d7c8 h2h1 c8b8,Generated,A00
True,80,draw,1931,2101,b1c3 b8c6 d2d3 b7b6 d3d4 e7e5 d4e5 d7d5 c3d5 d8d5 e2e4 c6e5 e4d5 c8e6 g1f3 f8c5 f1e2 e5f3 e1f1 g7g5 e2f3 g8f6 f3g4 e6g4 f1g1 g4d1 c1e3 c5e3 f2e3 f6d5 a1b1 d5e3 h2h3 d1c2 b1d1 c2e4 g2g4 e4h1 d1d7 e8f8 g1h1 f8g7 d7f7 g7h6 h1g1 a8e8 a2a3 e3d5 f7h7 h8h7 a3a4 e8e2 b2b3 e2e3 g1h1 e3h3 h1g2 h3h5 a4a5 h6g7 g4h5 b6a5 g2g1 g7g8 h5h6 a7a6 g1h1 h7h6 h1g1 c7c5 b3b4 c5b4 g1g2 h6h4 g2f2 d5f6 f2f1 h4c4 f1e2 b4b3,Generated,A00
True,80,draw,2066,1942,e2e4 g7g6 g1e2 e7e5 d2d3 b8c6 c1e3 g8f6 b1d2 f6g8 e2f4 d7d5 e4d5 e5f4 e3f4 g8f6 f4c7 c6e5 d1f3 f6d5 f1e2 e5f3 e1f1 d5f6 d2f3 d8d3 c2d3 f8g7 a1b1 e8g8 f1g1 c8f5 d3d4 f5b1 c7e5 b1d3 e5f6 h7h5 f3e5 g7f6 e5f7 f8f7 h2h4 f6h4 h1h4 f7f2 h4h5 f2e2 h5e5 e2b2 e5e8 g8g7 e8e7 g7h8 e7b7 b2a2 b7d7 a2g2 g1g2 d3e4 g2h2 a7a6 d7a7 g6g5 a7a6 e4c6 a6a8 h8g7 d4d5 c6d5 a8d8 g5g4 h2g1 d5e4 d8d7 g7h6 d7d3 h6h7 d3d1 e4a8,Generated,A00
True,80,draw,2057,1599,e2e4 b8c6 h2h4 g8f6 g1f3 d7d5 d2d4 f6e4 b1d2 e4d2 d1d2 e7e5 d4e5 c6e5 a2a3 f8a3 h1h2 d8h4 f3e5 a3b2 c1b2 h7h5 d2d5 h4h2 d5b7 c8b7 e5f7 b7g2 b2g7 g2f1 e1f1 e8f7 a1a7 a8a7 g7h8 a7a2 h8c3 h2d6 f1g1 a2c2 c3d4 c2f2 g1f2 f7g8 f2g2 d6d4 g2h2 d4e4 h2h3 e4f3 h3h4 f3d1 h4g3 d1e2 g3f4 e2f3 f4f3 g8f8 f3e2 f8g8 e2f1 c7c5 f1e2 g8g7 e2f2 h5h4 f2g1 c5c4 g1h2 g7g8 h2h1 c4c3 h1g2 g8g7 g2h1 h4h3 h1g1 c3c2 g1f2 c2c1q,Generated,A00
True,46,black,1971,2183,b1c3 b8c6 d2d4 g7g6 e2e4 d7d5 e4d5 d8d5 g1f3 c6d4 f3d4 d5d6 d1f3 d6d4 a2a3 d4c3 f3c3 e7e5 c3e5 e8d8 e5h8 g8e7 h8h7 c8g4 h7g6 e7f5 c1g5 f8e7 g6f7 e7f6 f7c7 d8e8 c7d6 f6g5 f1d3 f5d6 d3a6 e8f8 a6b5 a8d8 b5c4 d6c4 h1f1 d8d6 a1d1 d6d1,Generated,A00
True,80,draw,1380,1641,g1f3 f7f5 e2e4 b8c6 b1c3 e7e5 d2d4 f5e4 f3e5 c6e5 d4e5 f8d6 d1d6 g8f6 e5f6 g7f6 d6c7 b7b5 c3e4 d8c7 f1b5 a8b8 b5d7 c7d7 e1g1 e8f8 c1d2 b8b2 d2f4 b2c2 e4f6 c8b7 f6h7 h8h7 f4c1 b7g2 c1f4 c2f2 f1f2 h7h8 g1g2 d7b7 f2f3 b7c7 a2a3 h8h2 g2g1 h2d2 f4c7 f8g7 f3e3 d2d5 e3e4 d5d8 c7f4 g7f6 e4c4 f6g7 a1d1 d8d1 g1g2 g7g6 c4c1 d1c1 f4c1 g6g7 c1f4 g7g8 g2g1 g8h7 f4g3 a7a6 g3d6 h7g8 a3a4 g8h7 g1h2 h7h8 d6f4 h8g7,Generated,A00
True,80,draw,1390,1952,g1f3 b8c6 d2d4 g8f6 e2e4 f6e4 b1c3 e4f2 e1f2 e7e5 f1d3 e5d4 f2g1 f8d6 d3h7 h8h7 c1f4 h7h2 h1h2 d4c3 b2c3 c6e5 f3e5 d6e5 f4e5 d7d5 d1d5 d8d6 e5d6 c8f5 d5f3 c7d6 f3b7 a8b8 b7b8 f5c8 a1b1 e8d7 b8d6 d7d6 b1b6 a7b6 h2h7 d6d7 h7g7 d7c7 g7g8 c8h3 g8g4 h3g4 g1h1 b6b5 c3c4 c7c8 c4b5 c8b7 a2a3 g4f5 h1h2 f5e4 b5b6 e4c2 h2g1 b7b6 g2g3 b6a6 g1g2 a6a7 g2g1 a7b8 g3g4 c2g6 g1h1 g6f5 g4f5 b8a8 h1g1 a8b7 g1h1 b7c8,Generated,A00
True,80,draw,1555,2179,e2e4 b8c6 g1f3 e7e5 f3e5 d7d5 e5c6 d5e4 c6a7 g8e7 a7b5 a8a2 b1c3 c8h3 g2h3 a2a1 b5c7 e8d7 c7a6 a1c1 d2d4 c1c2 d1c2 b7a6 c2e4 e7d5 c3d5 d8f6 d5f6 d7c7 f1a6 c7b8 e4g4 f8d6 f6h7 d6h2 a6c8 b8a7 g4g7 h2d6 g7h8 d6e5 d4e5 a7b8 h7f6 b8c7 h8e8 c7b8 e8f7 b8a8 e1g1 a8b8 f7g6 b8c8 f1d1 c8c7 g6e4 c7c8 h3h4 c8b8 d1d5 b8b7 e4f4 b7a7 f4c4 a7b7 f2f4 b7a7 c4c3 a7a6 d5d7 a6b5 g1h2 b5b6 f6d5 b6a6 d7c7 a6b5 c3c5 b5a4,Generated,A00
True,80,draw,1725,1365,d2d4 e7e5 g1f3 g8f6 d4e5 d7d5 d1d5 d8d5 e5f6 d5f3 f6g7 f8g7 e2f3 a7a6 b1d2 b8d7 f1c4 g7b2 c4a6 b7a6 h1g1 b2c1 d2b3 c8b7 a1c1 e8f8 f3f4 f8g7 b3d4 d7e5 a2a3 h8e8 f4e5 b7g2 g1h1 g2h1 e1e2 h1c6 d4c6 g7g8 c6d4 e8e5 e2f1 a8b8 h2h3 e5f5 d4f5 b8b6 f1g2 b6b4 c1f1 b4b2 f1g1 b2b6 g1f1 b6b4 g2g1 c7c6 f1d1 b4g4 f5g3 g4f4 g3f5 f4f5 d1f1 f5b5 f1e1 b5b8 e1e5 c6c5 e5e8 b8e8 f2f3 e8e1 g1f2 e1e2 f2f1 g8g7 f1e2 g7f8,Generated,A00
True,80,draw,1614,1962,c2c4 g8f6 d2d4 d7d5 b1c3 e7e5 c3d5 e5d4 g1f3 c8h3 d5f6 g7f6 g2h3 b8c6 f3e5 f6e5 c1f4 f8g7 f4e5 g7e5 d1c2 c6b4 e1c1 b4c2 c1c2 d8d6 d1d4 e5h2 c2b1 d6d4 e2e4 d4c4 f1d3 c4a2 b1c2 e8g8 h1f1 a2b2 c2d1 b2f2 f1f2 f8c8 d1c1 c8d8 f2f7 h2e5 f7c7 e5c7 d3c2 b7b5 c1b2 c7d6 b2a2 b5b4 a2a1 a7a6 c2d3 b4b3 a1b2 d8e8 b2b3 e8e4 d3a6 h7h6 b3c2 e4g4 h3g4 a8f8 c2b1 d6e5 a6b7 f8f1 b1c2 f1f7 b7f3 e5d6 c2d2 d6e5 f3a8 f7f5,Generated,A00
True,48,black,1981,1211,b1c3 a7a5 d2d4 e7e5 e2e4 b8c6 g1f3 c6d4 f3d4 d7d6 c1g5 d8g5 f1c4 e5d4 c4f7 e8d7 f7g8 g5g2 d1d4 h8g8 d4g7 g2g7 e1f1 d6d5 e4d5 g7e7 h1g1 e7e4 g1g5 e4c2 a1d1 c2d1 f1g2 d1d5 g2g1 d5g5 g1f1 f8b4 a2a4 g8f8 c3e4 g5f6 f1g1 b4d6 h2h3 f6f2 g1h1 f2h2,Generated,A00
True,46,black,2122,1310,g1f3 d7d6 a2a4 b8d7 b1c3 e7e5 f3g1 g8f6 c3a2 f8e7 d2d4 d6d5 g1f3 e5d4 f3d4 e7c5 e2e4 f6e4 a2b4 c5b4 c1d2 e4d2 f1b5 d2e4 e1f1 e8g8 d4f3 e4f2 b5d7 f2d1 d7c8 d8c8 f1g1 d1b2 f3e5 b2a4 a1a4 b4d6 e5f7 g8f7 a4a7 f7g8 a7a4 c8f5 a4c4 f5f2,Generated,A00
True,80,draw,2103,1508,e2e4 b8c6 g1e2 g8f6 a2a4 d7d5 b1c3 d5e4 d2d3 e7e5 c3d5 f8b4 d5b4 e4d3 d1d3 d8d3 b4c6 d3d1 e1d1 c8f5 c6e5 e8f8 e2f4 f8g8 d1d2 h7h6 f1a6 f5c2 a6b7 c2a4 e5f7 a4d7 f7h8 d7e6 a1a7 f6d5 h1e1 g8h8 a7a8 e6g8 a8g8 h8g8 b7d5 g8h7 e1d1 g7g5 h2h4 g5h4 f4d3 h4h3 d2c2 h7h8 c1f4 h3h2 f4h6 h2h1r h6e3 h1h2 d3c5 h2h1 c5b3 h1h4 b3d4 h4e4 c2b1 e4e8 d5a8 h8g8 a8e4 e8b8 d1d3 b8b2 b1b2 g8g7 b2b1 c7c5 d3d2 g7f6 e4h7 c5d4,Generated,A00
True,80,draw,1978,1265,b1c3 d7d5 d2d4 b8c6 c3d5 g8f6 e2e4 d8d5 e4d5 f6e4 g1e2 e7e6 c1e3 e6d5 d1d3 e4f2 d3h7 f2h1 h7g7 f8g7 e2c3 h8h2 f1d3 c6d4 e1f1 h2g2 c3d5 d4c2 d3c2 g7b2 e3a7 g2c2 d5c7 e8d7 c7a8 c2d2 a8c7 d7c7 a7e3 b2a1 e3d2 c8g4 f1g1 a1d4 g1h1 d4b6 d2e3 g4d1 e3f4 c7d8 f4e3 b6e3 a2a4 d1g4 h1g2 g4e6 a4a5 e3b6 a5a6 b6c7 g2g1 c7f4 a6a7 e6g4 a7a8r d8e7 a8a7 e7e6 a7a6 e6e7 a6c6 b7c6 g1g2 f4e3 g2h1 e3c5 h1g2 c5b6 g2h1 b6c5,Generated,A00
True,45,white,1987,1552,g1f3 g7g6 e2e4 b8c6 b1c3 d7d5 f3h4 g8f6 c3d5 f6d5 e4d5 e7e6 d5e6 c8e6 h4g6 h7g6 d2d4 h8h2 f1d3 c6d4 d3g6 f7g6 c1f4 h2h1 e1d2 e6a2 a1a2 f8c5 d1h1 d4c2 f4d6 d8g5 d6f4 g5g2 h1g2 c2e3 f4e3 e8d8 e3c5 g6g5 a2a7 d8c8 a7a8 c8d7 g2d5,Generated,A00
True,80,draw,1455,2114,e2e4 e7e5 d2d4 b8c6 d4e5 c6e5 g1e2 f7f5 b1d2 g8e7 e4f5 e7f5 a1b1 f8c5 a2a3 e8g8 e2d4 c5d4 f1e2 d4b2 d2e4 b2a3 b1b7 a3c1 d1d7 d8d7 b7c7 d7c7 e1g1 c1f4 e2f3 e5f3 g1h1 f4h2 e4d6 f8e8 g2f3 a7a5 h1h2 c7d6 h2g1 d6d4 f1e1 d4f2 g1f2 c8d7 e1e8 d7e8 f2g2 f5d4 c2c4 d4f3 c4c5 a8a7 c5c6 e8f7 g2f2 a7d7 c6c7 a5a4 c7c8r d7d8 c8d8 f7e8 f2g2 f3d4 d8b8 a4a3 b8b6 e8d7 g2g1 a3a2 b6e6 a2a1q g1g2 d4e6 g2h2 a1a5 h2g1 d7c6,Generated,A00
True,80,draw,1506,1600,g1f3 b8c6 b1c3 e7e5 e2e4 f8d6 f3e5 f7f6 d2d4 c6e5 d4e5 f6e5 d1d3 d8e7 d3d1 g8f6 c1f4 e5f4 d1d6 c7d6 f1d3 e8g8 e1g1 e7e4 a1d1 f6d5 c3d5 g8f7 d5e3 f4e3 a2a4 e4a4 d3e2 a4b5 e2b5 f7g8 d1d6 f8f2 b5d7 f2g2 g1h1 c8d7 f1c1 g2h2 h1g1 h2c2 d6g6 c2b2 g6g7 g8f8 g7d7 a8d8 d7d8 f8g7 c1a1 e3e2 d8d7 g7h8 d7b7 e2e1n b7a7 e1f3 g1h1 f3e5 h1g1 h8g8 a7c7 b2b7 c7b7 e5d7 a1a7 d7b6 b7f7 h7h6 a7e7 h6h5 f7f4 h5h4 f4b4 b6d7,Generated,A00
True,80,draw,1503,1835,g1f3 d7d5 b1c3 b8d7 c3d5 e7e6 e2e4 e6d5 e4d5 g8e7 f1c4 e7d5 c4d5 f8c5 d2d4 h7h6 d4c5 e8g8 d5b7 d7c5 b7c8 d8c8 c1f4 c8b7 f4h6 b7b2 h6g5 c5e4 d1d6 f8d8 g5d8 c7d6 d8c7 b2a1 e1e2 e4f2 e2f2 a1c3 c7d6 c3f3 f2g1 a8e8 g2g4 f3h1 g1f2 h1d1 f2g2 a7a6 d6f4 d1c2 g2h3 c2e4 f4d6 e4d4 a2a4 d4d3 h3h4 e8e2 g4g5 e2h2 d6h2 d3f5 h2b8 f5g5 h4g5 a6a5 b8f4 f7f5 g5f5 g7g5 f5g5 g8f8 g5h4 f8e8 f4d6 e8f7 d6f4 f7g8 f4e3 g8h8,Generated,A00
True,80,draw,1889,1472,c2c4 g8f6 g1f3 b7b5 d2d4 a7a6 c4b5 a6b5 c1d2 d7d5 e2e4 d5e4 f3g5 a8a2 g5e4 a2a5 a1a5 b8c6 e1e2 e8d7 e4f6 g7f6 b1a3 e7e5 e2f3 c6a5 a3b5 e5d4 d2b4 f8b4 g2g3 a5b3 d1b3 h8e8 b3b4 h7h5 b5c7 d8c7 b4d4 d7e6 d4f6 e6d5 f3g2 c8d7 f1d3 d7f5 d3f5 c7g3 h2g3 h5h4 g3h4 e8e3 f2e3 d5c5 g2h3 c5b5 h3h2 b5c5 f6f7 c5d6 f5c2 d6c6 f7e7 c6b5 e7d6 b5c4 d6e5 c4b4 c2e4 b4a4 h4h5 a4b3 e5f5 b3a2 h1f1 a2b3 f1d1 b3a4 d1e1 a4b4,Generated,A00
True,52,black,1562,1800,b1c3 e7e5 a1b1 c7c5 e2e4 g8f6 c3a4 b8c6 a4c5 d7d6 c5b7 f6e4 b7c5 e4c5 g1f3 c8g4 f3e5 g4d1 e5f7 e8f7 e1d1 c6e5 f1e2 f7e7 d2d4 d8c7 d4e5 d6e5 e2c4 h7h6 c1h6 g7h6 h1e1 f8g7 b1a1 a8b8 e1e5 g7e5 d1e1 e5h2 a1b1 b8b2 b1d1 h8e8 d1c1 h2d6 c1d1 b2a2 d1d6 e7d6 e1f1 a2a1,Generated,A00
True,46,black,1982,2197,b1c3 g8f6 e2e4 f6e4 c3e4 b8c6 f2f4 h7h6 g1e2 d7d5 e2c3 h8h7 c3d5 c8f5 d5c7 d8c7 d2d3 f5e4 d3e4 e7e5 d1f3 e5f4 c1e3 f4e3 e1e2 f8b4 e2e3 e8c8 f3f7 c7f7 f1b5 f7d5 c2c4 d5b5 e3f2 c8b8 f2g1 b5e5 a1c1 e5e4 c1c3 d8d6 c3e3 e4e3 g1f1 d6f6,Generated,A00
True,56,black,2065,1624,e2e4 g8f6 g1e2 f6e4 e2f4 e4f2 e1f2 b8c6 f2g1 e7e5 d1f3 g7g6 f3c6 e5f4 c6b7 c8b7 f1b5 h7h6 d2d4 b7d5 b1d2 d5g2 g1g2 f8e7 g2g1 e8g8 d2e4 d7d5 c1f4 e7f6 e4f6 g8h8 f4h6 d8d6 b2b4 d6b4 f6d5 b4d6 d5c7 d6h2 g1f1 h2h1 f1f2 h1h6 c7a8 f8a8 f2f1 h8g8 f1g2 a8c8 g2g1 c8c2 a1d1 h6e3 g1f1 e3f2,Generated,A00
True,80,draw,1887,1953,d2d4 b7b5 b1c3 g8f6 c3b5 d7d5 g1f3 b8d7 c1e3 f6g4 b5a7 g4e3 f3e5 e7e6 a7c6 e3d1 e1d1 a8a2 a1a2 d7e5 d4e5 f8a3 c6d8 a3d6 d8e6 d6e5 e2e4 d5e4 f1c4 f7e6 d1e2 e8g8 a2a4 e5h2 c4e6 g8h8 a4e4 h2f4 f2f3 c8d7 e6d7 f4e5 h1h7 h8g8 e4e5 f8f6 c2c3 g8h7 d7f5 f6g6 e2f2 h7g8 f5d3 g6g2 f2g2 c7c6 f3f4 g7g6 c3c4 g8g7 e5e2 c6c5 d3g6 g7g6 e2e6 g6h7 e6e3 h7h8 e3e1 h8g8 f4f5 g8h7 g2g1 h7h8 e1b1 h8h7 b1e1 h7h8 e1d1 h8g8,Generated,A00
